timestamp_utc,service,scenario,original_query,rewritten_query,excluded_terms,rewrite_error,use_llm,llm_model,llm_max_tokens,temperature,scoring_profile,min_score,limit,candidate_limit,rewrite_ms,search_ms,request_ms,rewrite_query_id,search_query_id,rewrite_total_elapsed_ms,search_total_elapsed_ms,request_total_elapsed_ms,rewrite_cost_total_credits,search_cost_total_credits,request_cost_total_credits,rewrite_cost_cloud_services_credits,search_cost_cloud_services_credits,rewrite_cost_compute_credits,search_cost_compute_credits,rewrite_cost_query_accel_credits,search_cost_query_accel_credits,include_tags_raw,include_tags_matched,include_tags_unknown,supported_languages_raw,supported_languages_matched,supported_languages_unknown,release_year_raw,release_year_matched,attribute_filters_enabled,attribute_filter_tags,attribute_filter_supported_languages,attribute_filter_release_year,result_count,result_count_after_limit
2026-02-10T00:09:40+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,balanced_default,0.75,10,100,0,395,395,,01c24ec9-0005-07c5-0001-397a00040752,,36,36,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,32,10
2026-02-10T00:09:41+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,balanced_default,0.85,10,100,0,389,389,,01c24ec9-0005-07c5-0001-397a00040756,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,0,0
2026-02-10T00:09:42+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,keyword_focus,0.3,10,100,0,401,401,,01c24ec9-0005-07f0-0001-397a0003f6a2,,44,44,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:43+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,keyword_focus,0.65,10,100,0,418,418,,01c24ec9-0005-07a7-0001-397a0003eb8a,,44,44,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:44+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,keyword_focus,0.75,10,100,0,400,400,,01c24ec9-0005-07f0-0001-397a0003f6a6,,32,32,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,32,10
2026-02-10T00:09:45+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,keyword_focus,0.85,10,100,0,411,411,,01c24ec9-0005-07f0-0001-397a0003f6aa,,35,35,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,0,0
2026-02-10T00:09:46+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,semantic_focus,0.3,10,100,0,394,394,,01c24ec9-0005-07f0-0001-397a0003f6ae,,35,35,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:47+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,semantic_focus,0.65,10,100,0,414,414,,01c24ec9-0005-07c5-0001-397a00040766,,49,49,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:48+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,semantic_focus,0.75,10,100,0,408,408,,01c24ec9-0005-07f0-0001-397a0003f6ba,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,32,10
2026-02-10T00:09:49+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,semantic_focus,0.85,10,100,0,411,411,,01c24ec9-0005-07c5-0001-397a0004076a,,45,45,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,True,[],[],,0,0
2026-02-10T00:09:50+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,keyword_extreme,0.3,10,100,0,385,385,,01c24ec9-0005-07f0-0001-397a0003f6c6,,32,32,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:51+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,keyword_extreme,0.65,10,100,0,398,398,,01c24ec9-0005-07c5-0001-397a00040772,,37,37,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:52+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,keyword_extreme,0.75,10,100,0,390,390,,01c24ec9-0005-07f0-0001-397a0003f6ca,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,32,10
2026-02-10T00:09:53+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,keyword_extreme,0.85,10,100,0,511,511,,01c24ec9-0005-07f0-0001-397a0003f6ce,,33,33,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,0,0
2026-02-10T00:09:54+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,no_reranker_balanced,0.3,10,100,0,278,278,,01c24ec9-0005-07c5-0001-397a0004077e,,36,36,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:55+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,no_reranker_balanced,0.65,10,100,0,295,295,,01c24ec9-0005-07c5-0001-397a00040786,,35,35,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:56+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,no_reranker_balanced,0.75,10,100,0,289,289,,01c24ec9-0005-07a7-0001-397a0003eba6,,49,49,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,True,[],[],,32,10
2026-02-10T00:09:57+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,no_reranker_balanced,0.85,10,100,0,284,284,,01c24ec9-0005-07a7-0001-397a0003ebaa,,31,31,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,0,0
2026-02-10T00:09:58+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,low_latency,0.3,10,100,0,290,290,,01c24ec9-0005-07c5-0001-397a00040792,,39,39,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:58+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,low_latency,0.65,10,100,0,262,262,,01c24ec9-0005-07c5-0001-397a0004079a,,36,36,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:09:59+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,low_latency,0.75,10,100,0,287,287,,01c24ec9-0005-07c5-0001-397a0004079e,,37,37,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,True,[],[],,32,10
2026-02-10T00:10:01+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,low_latency,0.85,10,100,0,335,335,,01c24ec9-0005-07f0-0001-397a0003f6de,,44,44,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,True,[],[],,0,0
2026-02-10T00:10:02+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,reranker_heavy,0.3,10,100,0,507,507,,01c24eca-0005-07ef-0001-397a000412de,,46,46,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:10:03+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,reranker_heavy,0.65,10,100,0,407,407,,01c24eca-0005-07f0-0001-397a0003f6e6,,31,31,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,True,[],[],,100,10
2026-02-10T00:10:04+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,reranker_heavy,0.75,10,100,0,423,423,,01c24eca-0005-07a7-0001-397a0003ebba,,47,47,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,True,[],[],,32,10
2026-02-10T00:10:05+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"hidden object cats in a city, without timer, exclude leaderboard, avoid time attack","hidden object cats in a city, without timer, exclude leaderboard, avoid time attack",[],,False,,,,reranker_heavy,0.85,10,100,0,429,429,,01c24eca-0005-07c5-0001-397a000407aa,,59,59,,9e-06,9e-06,,9e-06,,,,,[],[],[],[],[],[],,,True,[],[],,0,0
